gene_name	C1000g.1	C1000g.2	C1000g.3	C1000g.4	C1000g.5	C300g.1	C300g.2	C300g.3	C300g.4	C300g.5	Anc.1	Anc.2	Anc.3	Anc.4	Anc.5	Mmp.1	Mmp.2.3	Mmp.3.3	Mmp.4.3	Mmp.5.3
MMP_RS01580	5566	4937	4527	4482	4065	6427	5203	5998	4216	5239	5399	4259	5542	5518	5092	84	192	69	416	286
MMP_RS01585	2681	2559	2087	2217	1970	3587	3103	4149	2605	2973	3376	2742	3192	3626	2853	27	74	41	195	215
MMP_RS01590	1224	1047	940	960	826	1143	1012	1037	646	888	3257	2484	3035	3732	3161	12	27	3	28	36
MMP_RS01595	2328	2205	1952	2073	1559	3646	3193	3880	2206	2656	5762	4041	6558	6934	6094	15	41	42	58	131
MMP_RS01600	16492	16776	15130	14963	14373	27669	21835	28006	17964	20323	23614	15201	25922	26853	26822	287	515	298	1462	1281
MMP_RS01605	27	20	18	0	1	34	33	34	30	20	0	0	0	0	0	5	33	0	51	0
MMP_RS01610	125	132	109	135	36	186	113	124	90	78	364	340	293	326	302	0	0	8	0	13
MMP_RS01615	199	225	193	157	119	279	217	200	143	174	773	518	713	672	581	0	0	0	12	3
MMP_RS01620	593	665	381	275	336	1273	946	985	1008	1107	1764	1113	973	1260	777	21	54	22	112	133
MMP_RS01625	4840	5355	3749	3623	4636	7624	6488	7891	4211	5313	1740	1560	2078	1683	1849	185	234	111	560	2023
MMP_RS01630	46	14	35	59	10	29	16	11	21	7	99	99	148	143	100	1	1	0	0	7
MMP_RS01635	352	295	263	269	285	233	221	297	155	211	584	513	627	618	695	20	25	10	38	52
MMP_RS01640	633	440	520	526	540	499	423	635	315	368	831	628	658	764	571	9	20	27	66	81
MMP_RS01645	116	107	97	63	81	223	188	181	154	179	55	23	87	54	63	2	8	0	10	1
MMP_RS01650	61	85	67	87	46	52	65	80	22	43	42	48	58	57	81	9	8	1	6	28
MMP_RS01655	182	212	159	172	153	186	177	204	125	138	198	165	195	225	219	17	9	8	52	53
MMP_RS01660	35	33	44	33	15	31	18	17	27	29	162	109	198	176	142	0	13	6	15	0
MMP_RS01665	1890	1731	1350	1048	1034	1703	1637	1681	1825	1772	2432	1681	1015	1861	1003	11	36	3	40	215
MMP_RS01670	1109	1025	669	586	793	1114	1133	972	974	1009	1628	1411	1017	1675	1156	22	39	17	58	83
MMP_RS01675	1206	1172	895	718	608	1264	1010	967	865	887	2269	1810	1753	2264	1805	12	28	24	80	196
MMP_RS01680	134	132	62	44	87	225	169	199	172	163	1831	1281	917	1556	846	12	30	19	29	68
MMP_RS01685	0	0	0	0	0	12	30	33	22	2	257	182	127	227	114	0	5	2	33	15
MMP_RS01690	200	152	202	203	141	488	419	573	438	344	1478	1130	1001	1212	820	18	39	8	57	16
MMP_RS01695	14522	15201	11959	11539	10538	17693	14945	17628	15906	16452	19904	12750	12225	18371	11661	168	372	220	1024	1194
MMP_RS01700	2286	2007	1966	1929	1522	3000	2814	3609	2393	2402	12473	9132	12078	13691	11802	88	218	112	550	304
MMP_RS01705	84	78	65	98	89	51	41	38	25	19	182	138	149	165	177	13	8	12	29	27
MMP_RS01710	159	103	120	137	94	98	77	81	71	84	558	379	358	423	341	2	13	19	21	29
MMP_RS01715	116	102	120	77	30	231	88	77	44	85	358	330	258	298	180	0	2	4	0	0
MMP_RS01720	622	749	472	428	405	358	341	374	265	252	2010	1434	1297	1897	1275	15	79	28	135	277
MMP_RS01725	312	269	236	224	231	226	211	210	140	144	682	501	684	835	819	15	35	8	38	7
MMP_RS01730	49	0	4	6	0	33	19	2	17	0	65	68	32	32	34	0	0	6	0	7
MMP_RS01735	8194	9152	5798	4920	5627	6614	5588	6452	6286	6438	6360	4283	3420	5187	3160	921	1443	585	3100	6831
MMP_RS01740	1715	1351	1436	1252	1026	1922	1610	1776	1260	1342	5882	4139	4040	5404	3870	47	148	70	285	181
MMP_RS01745	4906	5148	4089	4077	3889	3217	2878	3603	2333	2593	5414	4490	5546	5598	4768	149	257	123	582	2075
MMP_RS01750	329	273	285	244	132	289	198	223	144	176	634	497	442	527	348	0	27	2	39	17
MMP_RS01755	119	92	73	63	92	87	70	90	69	62	137	129	128	159	143	0	0	0	21	15
MMP_RS01760	221	277	197	184	277	204	166	191	154	147	631	366	266	536	247	6	13	3	44	16
MMP_RS01765	105	67	55	66	20	88	73	74	79	76	815	452	193	433	186	0	0	0	11	0
MMP_RS01770	147	111	134	101	83	240	164	143	151	108	387	298	295	297	231	15	14	1	71	17
MMP_RS01775	3023	2544	2366	2383	1580	2165	1628	1726	1430	1538	1860	1336	1397	1907	1318	22	19	11	66	18
MMP_RS01780	381	289	304	244	158	274	236	183	158	151	403	294	367	368	326	18	22	7	56	12
MMP_RS01785	858	975	757	737	763	2631	2009	2356	1948	2081	2269	1767	1730	2114	1210	23	50	13	225	21
MMP_RS01790	53	43	32	36	16	51	55	17	8	24	208	225	141	201	143	1	0	0	0	6
MMP_RS01795	148	126	87	113	103	143	124	178	94	92	354	325	332	426	330	4	0	1	16	24
MMP_RS01800	286	273	212	195	172	433	356	413	326	366	1051	772	763	1015	740	0	14	2	40	16
MMP_RS01805	65	72	67	50	72	119	118	124	53	79	58	37	94	70	86	0	5	0	17	0
MMP_RS01820	9573	8221	8231	8218	5770	6949	6535	7670	4511	5045	14949	11047	13705	16399	13132	157	397	217	1083	464
MMP_RS01825	5699	5114	4743	4413	3993	4363	4236	5423	2845	3283	20346	15239	20339	22036	19573	60	233	149	658	352
MMP_RS01835	0	0	0	0	0	4	5	0	0	0	4	8	36	17	48	0	9	0	5	0
MMP_RS01840	346	213	232	235	184	250	206	255	205	179	455	361	582	525	515	8	7	4	21	0
MMP_RS01845	2129	2184	1722	1617	1530	2392	1821	1825	1341	1701	4195	3425	4348	4143	3716	34	73	73	180	794
MMP_RS01850	98	105	107	123	62	92	79	106	61	79	27	12	39	28	31	8	18	10	24	2
MMP_RS01855	76	99	50	98	44	162	149	126	120	90	130	142	204	153	169	3	34	1	73	36
MMP_RS01860	4	20	0	0	23	23	23	6	7	11	0	0	0	0	0	2	3	2	9	23
MMP_RS01865	2099	1490	1433	1406	1018	1090	1099	1132	376	563	64	42	63	111	93	13	39	21	137	270
MMP_RS01870	129	102	79	101	80	184	185	166	132	110	463	339	368	525	342	13	16	6	15	21
MMP_RS01875	220	156	136	102	82	160	125	115	140	142	665	469	347	519	270	7	5	11	27	8
MMP_RS01880	488	404	392	265	207	453	380	402	265	332	1073	659	689	931	592	26	61	33	127	63
MMP_RS01885	172	136	154	116	107	273	231	236	166	186	506	384	486	424	358	7	14	60	114	91
MMP_RS01890	360	292	300	309	199	484	497	587	348	396	940	671	883	916	948	17	36	19	152	39
MMP_RS01895	58	58	96	23	60	92	41	48	44	39	31	41	56	22	30	5	16	10	59	4
MMP_RS01900	176	151	137	136	107	448	286	217	252	224	542	412	424	434	399	8	33	1	23	1
MMP_RS01905	86	73	62	82	63	175	101	132	92	97	481	395	455	446	408	4	20	18	52	6
MMP_RS01910	204	189	226	224	154	362	197	215	154	92	1119	840	1279	1219	1130	9	51	23	85	19
MMP_RS01915	364	224	369	247	174	365	258	176	171	151	1357	981	1095	1112	994	15	23	30	96	21
MMP_RS01920	967	662	778	664	514	1316	860	958	594	652	3096	2585	3158	2900	2624	8	42	40	109	77
MMP_RS01925	98	73	72	52	76	135	108	83	84	63	405	282	300	361	254	2	11	3	62	11
MMP_RS01930	29	10	0	0	35	21	33	0	0	0	0	0	0	0	0	5	17	1	36	0
MMP_RS01935	1	11	0	0	0	30	0	0	33	0	0	6	0	0	0	6	0	1	15	3
MMP_RS01940	121	142	74	89	90	330	274	220	300	319	617	471	374	548	282	0	12	14	54	31
MMP_RS01945	32	38	31	4	6	60	29	0	17	0	12	0	0	0	0	7	15	0	37	10
MMP_RS01950	37	15	8	22	13	30	25	2	31	10	19	42	36	28	10	8	7	5	25	0
MMP_RS01955	0	0	0	0	0	0	0	0	0	0	24	18	59	22	21	0	1	3	12	2
MMP_RS01960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MMP_RS09080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS09085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS01970	10224	9259	10003	10149	7868	20409	17917	18344	13184	14216	54747	44370	53015	62475	53799	124	424	365	1113	589
MMP_RS01975	797	719	725	681	540	1598	1190	1302	828	1018	2813	2309	2975	2785	2601	31	60	64	164	167
MMP_RS01980	110	75	125	72	47	140	118	120	71	100	401	224	285	316	269	2	10	3	20	2
MMP_RS01985	46449	40550	28394	23929	32561	84008	76212	93685	121553	94147	154649	94097	51371	99702	42220	1644	2611	1457	5091	14926
MMP_RS01990	5324	6776	4837	4680	4792	9150	5882	7070	4925	5603	1827	1551	1988	1925	1531	201	497	354	1005	1331
MMP_RS01995	428	486	412	337	398	903	738	945	604	664	539	418	689	636	597	11	9	8	12	47
MMP_RS02000	290	196	262	212	182	308	228	223	139	180	493	396	587	587	512	9	39	1	28	11
MMP_RS02005	134	86	98	67	79	184	122	125	83	102	117	92	135	183	148	12	8	3	28	7
MMP_RS02010	400	379	268	311	286	887	672	865	537	678	800	642	975	1003	832	6	20	5	32	39
MMP_RS02015	116	123	57	88	53	110	79	93	53	73	288	210	226	260	182	0	21	1	29	6
MMP_RS02020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10
MMP_RS02025	314	206	222	142	186	541	391	406	296	330	751	720	624	729	477	14	13	15	53	14
MMP_RS02030	255	248	247	176	201	363	346	347	308	333	767	493	543	632	526	10	15	15	53	25
MMP_RS02035	806	767	730	526	323	863	745	776	654	619	4228	2750	2068	3790	2226	20	71	16	184	82
MMP_RS02040	360616	367173	288773	313452	336272	467634	377601	420344	317822	372498	1183834	886473	1281624	1403973	1257746	25252	44808	26023	76997	627348
MMP_RS02055	863	768	755	634	445	893	603	588	369	437	1348	960	1046	1182	1074	2	4	3	8	6
MMP_RS02060	3804	3061	3001	3030	1972	2337	2146	2541	1755	1873	4459	2985	3331	4530	3569	26	35	27	107	40
MMP_RS02065	18575	19733	15160	16690	19131	15220	13157	15156	8637	10203	14485	11530	15518	15772	15877	233	492	217	988	2749
MMP_RS02070	2744	2704	1982	2015	1883	775	571	705	581	696	1142	775	994	991	787	11	48	18	119	88
MMP_RS02075	1452	1478	1110	857	862	3201	2372	3023	2348	2541	11159	7662	7903	10985	7095	54	176	86	363	402
MMP_RS02080	35	28	35	5	44	88	94	66	62	53	284	212	235	294	196	2	2	2	18	5
MMP_RS02085	53	88	57	41	37	199	143	198	87	131	512	427	379	415	343	10	9	5	33	0
MMP_RS02090	3253	3064	2881	2828	2411	4098	3548	5002	3038	3118	12087	7943	8180	10906	7894	147	313	124	653	484
MMP_RS02095	651	397	424	407	242	716	648	836	553	543	3157	2151	1533	2310	1165	23	24	53	120	87
MMP_RS02100	322	191	186	224	96	455	290	342	321	232	1284	826	1093	1188	988	4	11	8	24	49
MMP_RS02105	687	772	628	493	388	1116	721	840	690	737	1176	1059	986	1137	853	4	8	4	41	75
MMP_RS02110	167	174	134	130	111	239	152	219	168	173	255	209	217	232	200	0	0	4	9	10
MMP_RS02115	2895	2305	2871	2570	2154	1929	1739	1659	1073	1174	3680	2337	2839	3732	3130	50	109	50	230	184
MMP_RS02120	2178	1607	1943	1671	1189	2022	1920	1973	1228	1315	8275	6000	8168	9018	7695	63	200	156	547	276
MMP_RS02125	292	282	305	249	176	402	318	455	332	281	796	561	844	913	758	13	73	14	52	14
MMP_RS02130	941	937	848	862	852	1841	1606	1872	1224	1517	2287	1696	2432	2498	2437	12	33	40	126	109
MMP_RS02135	448	531	407	369	482	915	826	873	761	727	1405	1020	1356	1570	1539	40	60	37	150	106
MMP_RS02140	254	242	217	174	135	468	352	401	343	252	853	686	785	891	704	3	14	13	33	42
MMP_RS02145	482	389	344	380	291	639	589	546	469	488	1219	1059	1126	1207	1079	12	22	6	55	53
MMP_RS02150	731	608	662	681	440	1169	813	911	668	760	2226	1659	2320	2497	2091	16	12	18	67	47
MMP_RS02155	673	508	455	561	331	684	523	498	310	348	1964	1434	1920	2387	1911	4	15	32	58	22
MMP_RS02160	2759	2553	2070	1929	2017	5527	4413	5399	3762	4287	11320	8472	12178	11602	11332	52	105	80	267	168
MMP_RS02165	100	64	109	51	45	117	59	36	20	36	160	162	217	214	214	0	6	4	7	16
MMP_RS02170	10260	9129	8028	8546	7215	25871	18570	22890	16328	17854	20280	15814	21725	20744	19332	727	1523	965	2413	4857
MMP_RS02175	392	347	248	227	184	608	549	616	412	431	1758	1142	1557	1568	1359	7	33	27	73	53
MMP_RS02180	273	238	216	229	135	486	339	458	333	344	1060	724	849	948	728	3	11	1	37	46
MMP_RS02185	622	507	511	483	317	724	669	860	621	638	1650	967	970	1474	753	13	72	24	107	51
MMP_RS02190	295	166	244	241	170	320	289	313	240	243	547	473	608	607	556	9	14	14	30	19
MMP_RS02195	242	240	301	247	112	352	270	282	120	150	1020	663	807	986	742	18	34	6	44	66
MMP_RS02200	599	521	497	446	397	1195	1000	1273	854	975	3335	2624	4195	3748	3957	269	709	442	1796	1057
MMP_RS02205	3993	3296	3432	3133	2068	5204	4129	4695	3127	3451	14521	10635	16482	16041	14919	115	288	139	721	334
MMP_RS02210	237	101	205	141	146	350	264	267	222	181	1335	985	1062	1328	1066	9	30	10	64	33
MMP_RS02215	175	184	171	142	153	244	210	234	178	188	129	133	184	236	195	24	31	11	70	155
MMP_RS02220	225	165	155	179	103	289	215	242	166	142	1488	972	949	1322	950	12	19	11	56	12
MMP_RS02225	307	218	260	208	107	294	297	247	176	158	2187	1284	1302	1832	1451	14	20	9	78	36
MMP_RS02230	3498	3545	2796	2790	3060	10441	9242	8056	7102	7591	9321	6984	6401	9244	6437	68	177	69	357	211
MMP_RS08940	18	5	2	33	42	103	131	114	50	51	98	143	168	150	205	0	0	0	5	19
MMP_RS02235	270	173	213	159	114	396	342	320	324	240	1720	1263	848	1379	713	17	25	23	82	38
MMP_RS02240	1256	1165	961	1006	1018	1718	1560	1520	1106	1249	5317	4229	3943	5331	3333	34	125	33	249	164
MMP_RS02245	727	693	595	603	590	900	841	1030	481	583	2132	1818	1766	2213	1397	8	28	5	100	43
MMP_RS02250	129	130	126	98	113	181	109	96	91	65	248	196	215	170	180	21	15	0	53	2
MMP_RS02255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
MMP_RS02260	302	365	282	255	251	268	260	249	282	254	199	138	165	173	140	2	8	13	17	54
MMP_RS02265	808	789	602	539	561	831	670	725	607	642	452	333	472	496	405	0	23	4	39	25
MMP_RS02270	1312	1186	1221	1278	1086	2333	2067	2650	1650	1773	2664	2304	2755	3254	2477	34	109	70	158	199
MMP_RS02275	868	574	686	666	482	1009	744	841	576	675	578	441	551	709	411	7	12	7	46	34
MMP_RS02280	1168	1078	845	864	773	3967	2725	2900	1907	2538	4531	3387	5053	4283	3827	14	44	12	67	26
MMP_RS02285	139	58	102	89	66	250	164	158	195	143	944	860	1396	1408	1455	13	5	5	20	21
MMP_RS02290	335	339	195	194	175	897	833	914	647	667	1325	1070	943	1235	783	138	353	135	570	1548
MMP_RS02295	437	517	376	329	305	1330	1053	1336	857	957	1864	1555	2143	1881	1609	19	88	15	116	219
MMP_RS02300	184	180	170	170	169	542	451	485	318	323	1074	767	879	924	745	6	9	5	21	45
MMP_RS02305	6173	5687	5037	4871	4694	4644	4079	5482	3275	4272	484	413	394	390	339	39	57	17	82	82
MMP_RS02310	1044	828	968	705	555	945	747	649	414	498	1493	984	1259	1179	1086	9	52	37	163	48
MMP_RS02315	2294	1583	1955	1772	1316	1758	1477	1512	820	987	2367	1661	2512	2565	2353	27	97	66	278	105
MMP_RS02320	1317	886	1122	934	701	934	825	787	449	482	1477	1133	1489	1459	1422	12	75	33	154	57
MMP_RS02325	15	22	12	6	2	89	26	62	20	49	116	91	142	99	103	0	4	7	2	1
MMP_RS02330	619	610	569	415	478	1223	991	1183	1083	1056	2842	2070	2259	3028	2072	23	33	12	97	58
MMP_RS02335	3390	2311	2060	1350	1518	1671	1174	1327	1740	1656	3817	3331	2233	4046	2004	20	36	22	97	169
MMP_RS02340	316	195	185	130	114	185	162	127	79	109	340	304	330	431	312	5	2	5	8	66
MMP_RS02345	2093	1491	1739	1324	1224	2074	1713	1813	1070	1231	4533	3156	4199	4485	4165	37	92	41	136	51
MMP_RS02350	1277	1167	1240	1050	719	1439	1216	1082	685	817	3078	2134	2402	2773	2338	16	41	51	84	111
MMP_RS02355	1018	826	880	713	688	784	778	744	501	498	1613	1050	1006	1739	1408	5	30	27	45	30
MMP_RS02360	342	396	342	321	378	691	727	880	518	627	201	187	183	106	119	3	13	0	31	5
MMP_RS02365	16	34	7	10	3	32	4	30	9	39	0	0	24	5	15	4	2	6	0	0
MMP_RS02370	4068	4837	3285	3422	4415	4363	4154	4986	3469	3521	6250	4749	4610	5654	5361	87	75	77	227	578
MMP_RS02375	2617	3040	2227	2146	2594	3028	2912	3234	2038	2245	4003	3174	2975	3376	3217	9	5	3	9	16
MMP_RS02380	351	303	321	325	277	422	357	395	311	298	2412	2057	1850	2187	1923	0	2	4	36	11
MMP_RS02385	373	348	294	300	187	428	432	351	295	358	1671	1464	1328	1558	1218	3	0	6	9	1
MMP_RS02390	373	365	331	266	241	455	434	509	341	391	1145	995	959	1068	924	0	0	1	0	6
MMP_RS02395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
MMP_RS02400	1356	1127	1027	952	745	1317	1042	1101	866	1002	2024	1390	1342	1694	1263	12	29	22	67	37
MMP_RS02405	187	131	115	93	97	194	96	122	68	88	168	206	283	202	198	4	12	3	2	14
MMP_RS02410	1182	1103	902	910	608	1345	975	1099	822	837	2092	1781	1621	1619	1409	16	25	19	105	197
MMP_RS02415	584	550	414	308	196	567	363	398	386	376	514	442	361	400	321	5	8	4	14	1
MMP_RS02420	10880	9536	10190	8820	5890	10679	9913	7867	5245	6267	24123	17116	17553	25763	20345	25	94	52	215	52
MMP_RS02425	0	7	5	1	0	14	2	0	7	9	35	33	35	14	12	0	0	0	0	0
MMP_RS02430	664	795	664	587	546	931	727	676	593	593	845	630	583	738	481	38	37	22	95	51
MMP_RS02440	963	566	727	771	348	953	793	638	492	522	1227	901	1300	1418	1395	3	3	0	10	2
MMP_RS02445	562	415	583	402	428	840	612	741	541	595	1148	879	1117	1174	1038	16	30	2	97	20
MMP_RS02450	0	0	16	0	0	2	0	0	0	1	0	0	0	0	0	2	8	0	57	0
MMP_RS02455	12	2	44	0	38	43	0	0	7	0	3	2	14	30	6	11	16	0	36	6
MMP_RS02460	320	222	226	238	223	485	303	309	226	280	432	309	456	424	327	16	56	8	94	13
MMP_RS02465	276	220	251	206	121	719	253	311	259	215	203	156	216	129	149	0	0	5	19	17
MMP_RS02470	213	168	128	133	106	346	226	256	174	186	102	54	142	83	86	19	10	11	41	22
MMP_RS02475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	15	1
MMP_RS02480	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	9	0	5	0
MMP_RS02485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS02490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS02495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MMP_RS02500	56	39	41	2	28	50	20	17	22	12	160	79	105	177	110	17	10	12	105	25
MMP_RS02505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0
MMP_RS02510	7	5	0	13	1	8	12	16	0	3	78	43	99	106	85	1	5	1	12	2
MMP_RS02515	77	40	41	12	40	57	46	45	55	38	87	77	91	63	58	11	37	1	30	8
MMP_RS02520	24	38	44	15	2	33	29	28	27	10	31	24	24	35	42	4	25	5	44	3
MMP_RS02525	80	81	81	32	58	126	57	64	60	70	95	43	63	47	44	4	40	0	64	0
MMP_RS02530	290	349	248	275	287	467	325	321	326	319	520	492	327	601	332	0	0	2	8	7
MMP_RS02535	285	440	300	170	222	877	472	307	282	296	773	578	351	489	271	2	6	8	42	29
MMP_RS02540	0	0	0	0	0	265	125	137	113	102	0	0	0	0	4	0	0	0	3	0
MMP_RS02545	1207	1093	1220	951	781	43161	29565	30014	18722	21740	6229	4883	5569	5512	4816	0	14	2	9	3
MMP_RS02550	443	417	355	340	171	0	0	0	0	0	280	262	243	163	195	3	11	0	1	0
MMP_RS02555	246	169	185	177	82	491	289	253	186	179	798	839	599	663	440	3	22	12	47	36
MMP_RS02560	35	25	34	0	20	88	45	7	30	37	115	78	32	66	14	0	6	5	18	55
MMP_RS02565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MMP_RS02570	75	58	83	53	35	181	100	75	112	92	44	30	42	78	30	3	8	0	31	4
MMP_RS02575	22	14	35	2	9	54	26	18	16	14	0	0	0	0	0	7	14	1	51	1
MMP_RS02580	48	97	97	64	53	27	14	29	16	38	0	0	0	0	0	3	3	4	20	18
MMP_RS02585	266	237	227	188	176	787	541	617	485	505	420	442	599	496	496	93	201	127	386	507
MMP_RS02590	37	29	49	34	82	103	47	81	42	62	10	23	50	29	24	0	8	0	23	3
MMP_RS02595	732	699	578	566	518	984	824	1203	686	731	965	759	1020	985	837	16	30	26	70	63
MMP_RS02600	3	10	0	0	10	0	0	0	0	0	43	27	46	43	61	9	9	5	17	28
MMP_RS02605	5	15	0	0	0	0	0	0	0	0	53	20	41	48	55	1	0	0	4	0
MMP_RS02610	0	0	0	0	3	0	0	0	0	0	64	49	35	32	56	1	1	0	32	10
MMP_RS02615	433	451	449	326	409	856	677	791	632	621	1332	914	1185	1527	1215	26	80	3	126	87
MMP_RS02620	44	111	54	73	18	95	44	44	59	22	110	70	56	65	67	9	19	13	39	6
MMP_RS02625	171	115	162	141	34	242	178	198	143	145	378	333	339	366	274	10	13	4	11	1
MMP_RS02630	615	644	494	441	365	854	646	702	507	670	909	631	820	758	703	13	66	10	128	67
MMP_RS02635	38	40	49	42	14	70	36	12	0	0	25	10	25	4	18	0	1	1	6	0
MMP_RS02640	443	347	429	260	242	598	457	441	258	343	1428	960	904	1111	769	6	21	29	58	15
MMP_RS02645	629	569	486	529	420	654	347	531	378	363	747	645	592	636	464	2	7	0	31	13
MMP_RS08945	2007	2339	1376	1604	1739	2563	2756	3228	1813	2050	110	94	69	114	80	9	23	10	24	54
MMP_RS02650	19063	18435	12248	11967	9912	20571	16932	19077	16679	17947	2191	1466	1066	1464	730	9	22	22	42	123
MMP_RS02655	4702	2584	3418	3950	2891	1212	1333	1204	1210	1159	0	3	1	14	17	0	18	1	29	21
MMP_RS02660	26493	21060	20695	21788	17664	21403	20045	24531	15748	20583	3113	2492	2175	2674	2044	92	245	110	367	391
MMP_RS02665	38	16	13	13	6	9	2	12	1	0	0	0	0	0	0	3	3	0	16	6
MMP_RS02670	71	49	56	60	62	74	50	31	34	71	59	82	37	82	76	6	0	1	12	0
MMP_RS02675	139	132	97	104	88	162	95	128	63	117	96	95	141	132	108	1	0	1	4	7
MMP_RS02680	135	75	88	83	90	25	27	0	3	33	0	0	13	0	18	4	0	5	1	0
MMP_RS02685	448	294	333	348	344	200	141	45	198	269	0	0	10	15	7	0	0	3	0	1
MMP_RS02690	4039	3130	3088	2803	2136	8098	6411	6996	4177	4485	328	331	462	375	384	0	1	4	9	7
MMP_RS02695	11653	9137	8947	9028	8201	17686	17247	19598	12425	12617	1576	1394	1827	1649	1488	18	26	15	94	29
MMP_RS02700	2842	1930	1853	1695	1681	3328	3271	3906	3949	3071	1040	736	556	661	485	22	55	3	81	75
MMP_RS02705	4614	4132	3208	3017	3064	7002	5686	7150	7564	6784	1962	1426	1272	1558	1084	0	7	8	52	63
MMP_RS02710	951	826	652	564	623	979	1037	1095	1166	948	1187	862	657	919	641	3	13	3	54	9
MMP_RS02715	2059	1767	1737	1630	1210	1770	1118	857	1305	1388	131	127	139	135	127	0	15	0	15	10
MMP_RS02720	13076	10590	9144	10689	9996	17527	10200	5205	15474	20863	359	343	446	380	244	3	7	0	10	3
MMP_RS02725	213	127	188	100	111	50	26	16	54	51	0	0	0	0	0	4	0	2	13	0
MMP_RS02730	466	368	347	423	405	480	287	326	387	419	512	376	456	484	370	10	9	0	23	13
MMP_RS02735	21	0	4	12	0	0	0	0	0	0	14	17	5	0	0	0	0	0	0	6
MMP_RS02740	399	325	250	177	137	281	236	201	132	115	0	0	35	0	4	10	30	2	148	9
MMP_RS02745	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MMP_RS02750	290	270	290	166	229	312	232	239	199	173	282	205	236	267	232	16	27	2	53	20
MMP_RS02755	333	340	226	287	307	482	388	499	240	307	1715	1565	1350	1741	1281	5	31	30	81	44
MMP_RS02760	309	420	257	302	289	536	402	553	316	245	966	855	869	1111	808	86	68	18	205	19
MMP_RS02765	128	129	119	77	81	264	180	266	141	142	371	406	355	396	287	8	2	1	55	3
MMP_RS02770	2764	3693	1849	2290	1635	5799	3421	6384	2955	2633	11977	12946	10443	11445	6998	143	275	102	717	565
MMP_RS02775	1733	2256	1265	1139	941	3860	1964	2999	1436	1418	9893	10843	7569	8059	4693	85	74	89	390	361
MMP_RS02780	224	164	139	127	103	324	248	319	158	234	919	811	801	973	639	5	34	4	15	0
MMP_RS02785	141	113	82	57	48	198	127	148	115	118	500	428	331	452	326	2	1	18	63	7
MMP_RS02790	1393	1464	1038	1015	1090	3259	2458	2942	2071	2373	1420	1105	1558	1427	1282	130	193	65	272	524
MMP_RS02795	101	71	109	46	52	242	150	122	104	98	681	351	288	453	294	9	28	16	59	17
MMP_RS02800	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	2	5	0	5	0
MMP_RS02805	78	63	49	42	23	288	151	197	124	157	325	234	370	301	285	3	0	8	3	2
MMP_RS02810	441	366	349	360	301	618	524	461	306	390	312	268	360	321	311	12	3	0	18	32
MMP_RS02815	1077	776	956	826	539	1272	1011	966	740	1018	77	88	89	96	74	4	24	3	29	14
MMP_RS02820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS02825	1499	1246	1040	1178	958	960	769	859	684	724	1877	1417	1693	1946	1512	9	34	32	119	147
MMP_RS02830	687	422	425	313	322	478	283	275	418	367	1013	628	417	683	349	12	27	16	93	115
MMP_RS02835	45	47	31	73	59	106	100	92	62	72	325	244	343	340	302	0	0	10	7	24
MMP_RS02840	191	131	129	137	88	298	222	255	237	190	743	625	694	744	680	11	27	0	37	16
MMP_RS02845	69	78	61	66	55	81	57	60	21	33	164	144	127	184	86	5	0	1	16	1
MMP_RS02850	92	82	95	100	43	590	246	181	220	163	609	592	425	349	339	1	0	5	0	2
MMP_RS02855	2226	1773	1660	1754	1539	3330	2708	3529	2610	2642	4711	3652	4724	4772	3980	148	331	174	669	477
MMP_RS02860	793	481	637	540	471	1024	963	928	963	774	1975	1674	1438	2092	1405	23	47	43	149	205
MMP_RS02865	306	214	277	294	198	390	391	347	268	160	779	766	910	1180	948	18	37	23	67	50
MMP_RS02870	1106	817	854	661	720	1602	1258	1209	1690	1242	953	891	533	525	491	27	35	31	98	134
MMP_RS02875	249	184	169	139	55	291	191	174	229	192	235	217	106	111	85	5	4	11	27	5
MMP_RS02880	885	710	589	529	489	956	881	1020	836	779	1311	1150	945	1160	803	36	106	65	224	379
MMP_RS02885	746	664	512	461	498	725	731	941	592	571	2728	2196	1891	2711	1553	54	140	49	292	409
