gene_name	C1000g.1	C1000g.2	C1000g.3	C1000g.4	C1000g.5	C300g.1	C300g.2	C300g.3	C300g.4	C300g.5	Anc.1	Anc.2	Anc.3	Anc.4	Anc.5	Mmp.1	Mmp.2.3	Mmp.3.3	Mmp.4.3	Mmp.5.3
MMP_RS04150	87	90	84	80	110	166	106	136	121	72	180	128	201	190	210	12	9	0	17	1
MMP_RS04155	0	2	6	0	0	12	4	10	0	0	0	0	10	16	0	4	7	0	10	1
MMP_RS04160	38	38	42	17	6	152	114	109	69	85	352	335	355	278	302	10	7	6	19	0
MMP_RS04165	806	909	668	616	693	1121	859	1095	758	852	1165	940	1497	1364	1498	11	16	1	67	30
MMP_RS04170	5	1	25	1	11	13	15	13	17	0	17	22	5	36	12	4	2	1	2	3
MMP_RS04175	26	17	8	31	3	16	2	17	21	21	115	93	93	151	92	2	1	0	18	7
MMP_RS08975	73	140	88	62	30	10	6	1	6	3	0	0	0	0	0	9	5	9	11	69
MMP_RS04180	180	157	121	129	142	80	58	78	48	54	0	0	0	0	0	4	12	7	19	11
MMP_RS04185	51	105	87	87	114	40	45	43	28	49	0	0	0	12	3	4	9	7	30	9
MMP_RS04190	25	16	11	0	0	14	4	0	0	0	0	0	0	0	0	2	2	0	25	6
MMP_RS04195	11	36	20	26	16	12	18	17	30	13	9	12	50	51	57	0	12	8	13	6
MMP_RS04200	52	67	45	54	26	37	48	67	41	48	69	77	127	116	101	1	3	7	35	39
MMP_RS04205	114	92	47	67	45	122	120	150	84	87	169	150	258	266	272	2	20	6	33	62
MMP_RS04210	3407	3255	2543	2858	2502	5032	4512	4983	3886	4703	2065	1686	2572	2642	2321	26	107	33	134	283
MMP_RS04215	3152	2899	2570	2569	2359	5444	4474	5382	3973	4801	3735	2716	4496	4309	4444	72	150	86	185	292
MMP_RS04220	42	18	32	50	8	28	22	4	0	9	96	66	109	132	125	1	0	0	9	8
MMP_RS04225	24	39	67	31	40	50	30	23	2	35	78	73	94	94	79	0	1	0	0	0
MMP_RS04230	587	487	481	407	340	690	561	527	435	432	2062	1562	1927	1948	1776	31	78	21	156	51
MMP_RS04235	381	386	313	242	275	511	358	433	294	319	261	195	249	287	206	37	83	0	184	44
MMP_RS04240	347	274	247	228	245	535	415	496	294	344	2148	1681	2212	2332	1838	31	73	22	160	30
MMP_RS04245	284	303	241	198	224	546	389	431	334	308	2142	1460	1013	1608	754	25	45	24	166	58
MMP_RS04250	51	37	74	71	46	174	185	210	92	126	123	115	198	184	180	0	2	0	5	19
MMP_RS04255	36	35	32	6	50	81	66	122	78	63	190	111	58	112	59	6	20	8	49	88
MMP_RS04260	0	0	0	0	2	0	8	0	15	3	0	4	0	0	0	2	8	0	3	18
MMP_RS04265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27	22
MMP_RS04270	1	0	0	0	23	28	8	30	30	13	9	22	18	27	10	6	21	9	30	23
MMP_RS04275	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MMP_RS04280	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	9	6	0	5	3
MMP_RS04285	22	53	45	24	21	83	100	66	66	54	108	65	189	166	197	2	19	0	18	35
MMP_RS04290	36	28	28	0	29	62	30	48	35	31	126	100	219	152	165	1	2	0	27	24
MMP_RS04295	35	83	56	47	31	150	91	159	152	129	207	133	189	245	207	0	4	1	19	16
MMP_RS04300	261	191	183	168	117	293	122	166	190	200	23	29	44	22	20	0	17	0	6	2
MMP_RS04305	1020	927	955	781	929	1933	1460	1671	1072	1294	313	227	392	236	311	30	44	30	98	33
MMP_RS04310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MMP_RS04315	0	0	5	0	5	0	1	5	0	0	0	0	0	0	0	2	4	1	15	5
MMP_RS04320	22	59	56	19	36	64	40	48	24	17	0	28	45	66	35	3	13	0	34	21
MMP_RS04325	36	0	22	0	13	15	21	13	29	6	0	0	44	5	22	6	13	0	10	8
MMP_RS04330	54	47	48	14	84	99	73	68	52	70	22	16	33	18	46	9	3	2	15	0
MMP_RS04335	27	13	10	14	18	46	28	21	25	23	47	55	26	59	42	0	3	5	11	8
MMP_RS04340	33	1	22	20	15	28	23	17	8	1	10	9	38	17	42	0	2	7	4	0
MMP_RS04345	39	22	21	17	38	12	12	6	27	31	50	62	24	61	19	0	7	5	12	9
MMP_RS04350	160	170	159	120	140	205	149	186	95	152	140	156	122	134	126	10	2	1	3	34
MMP_RS04355	6	30	0	0	8	6	0	4	5	2	0	0	0	0	7	2	2	0	8	0
MMP_RS04360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0
MMP_RS04365	0	2	0	0	0	18	0	0	14	8	29	42	40	2	28	0	3	0	1	0
MMP_RS04370	341	298	258	222	122	554	449	475	354	460	1094	730	785	1003	805	9	20	8	24	22
MMP_RS04375	124	111	84	89	50	254	156	203	119	134	453	328	368	287	297	0	6	3	6	1
MMP_RS04380	48	11	45	15	13	131	77	19	25	21	459	345	291	240	269	4	4	0	11	0
MMP_RS04385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MMP_RS04390	0	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	0	3	1	2
MMP_RS04395	288	214	239	222	162	392	318	349	213	271	724	595	653	790	646	0	8	15	45	33
MMP_RS04400	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	0	0	0	5	0
MMP_RS04405	164	199	189	257	110	438	389	414	387	355	89	90	12	64	38	29	66	18	110	152
MMP_RS04410	76	67	26	49	69	62	75	84	49	49	98	86	58	75	49	0	4	0	28	0
MMP_RS04415	112	154	91	43	122	201	143	161	166	103	85	54	57	27	17	36	43	5	137	36
MMP_RS04420	138	133	126	72	82	290	257	332	189	222	1709	1146	1513	1608	1370	0	1	11	44	5
MMP_RS04425	150	128	110	46	93	256	176	170	117	133	1297	867	1190	1347	1239	1	21	2	70	27
MMP_RS04430	921	785	709	625	469	1273	845	824	670	847	1333	1109	1328	1287	1147	0	4	5	5	2
MMP_RS04435	465	392	329	314	311	784	532	441	348	472	738	654	787	579	658	0	1	7	0	1
MMP_RS04440	49	40	32	40	44	155	121	201	158	139	0	14	12	21	14	18	16	9	45	26
MMP_RS04445	0	0	0	0	0	0	48	31	14	13	0	0	0	0	0	1	3	7	0	14
MMP_RS04450	0	0	4	0	0	47	54	96	55	45	0	0	0	12	13	4	0	10	25	15
MMP_RS04455	160	141	85	180	91	214	220	350	227	202	269	204	382	367	313	11	36	19	69	21
MMP_RS04460	281	334	262	248	216	394	366	701	379	357	681	471	910	867	836	6	35	20	75	119
MMP_RS04465	284	283	250	287	202	459	431	623	413	345	932	689	1223	1244	1237	17	50	34	101	48
MMP_RS04470	443	423	424	374	386	790	643	1056	686	698	1944	1424	2030	2340	2179	9	28	9	95	58
MMP_RS04475	111	114	79	56	134	436	389	525	315	373	523	401	481	493	456	2	8	1	20	7
MMP_RS04480	2	7	49	29	41	43	18	20	28	19	17	17	43	35	52	1	4	1	1	7
MMP_RS04485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MMP_RS04490	382	372	319	385	314	810	590	783	485	629	769	588	750	711	662	12	12	7	26	61
MMP_RS04495	268	211	189	169	159	382	266	307	225	207	468	323	414	416	349	10	24	1	49	59
MMP_RS04500	370	272	316	271	251	385	388	470	262	306	1981	1353	1402	1796	1262	11	66	25	86	33
MMP_RS04505	58	99	75	52	92	132	109	125	111	146	194	137	223	212	227	1	3	1	0	2
MMP_RS04510	4	0	0	16	6	0	0	5	36	1	77	46	102	45	121	0	14	0	5	6
MMP_RS04515	20	19	1	6	15	0	0	0	7	0	0	0	0	0	0	0	2	6	0	12
MMP_RS04520	80	40	24	29	44	68	75	66	93	61	266	177	120	177	64	1	15	0	17	1
MMP_RS04525	46	87	69	36	33	74	47	96	61	43	594	378	182	279	128	0	5	0	24	21
MMP_RS04530	700	380	475	461	360	469	395	371	311	252	892	783	936	959	903	17	19	9	33	13
MMP_RS04535	658	568	546	454	443	856	647	922	614	637	2381	1883	2700	2811	2588	29	45	15	53	51
MMP_RS04540	1393	1160	1057	973	622	1697	1195	1150	857	875	3140	2449	2236	2726	1737	3	27	33	123	83
MMP_RS04545	5	10	26	23	38	80	33	59	20	37	0	0	38	4	13	2	24	6	12	38
MMP_RS04550	64	37	65	51	68	120	82	55	50	59	127	89	63	154	69	8	26	1	33	3
MMP_RS04555	332	257	249	230	213	545	442	476	269	346	2016	1573	2223	2123	1813	4	16	22	69	79
MMP_RS04560	311	135	213	162	86	412	359	335	301	292	1103	813	1018	1004	918	6	12	12	63	8
MMP_RS04565	373	319	279	272	118	636	507	645	466	573	915	654	865	945	704	13	5	4	40	6
MMP_RS04570	2535	2072	2140	1855	1542	3233	2683	2658	2717	2232	11389	8785	7064	10970	6699	86	173	84	311	521
MMP_RS04575	1147	906	1036	808	549	1284	1106	1246	646	857	2489	1772	2391	2610	2179	26	42	60	113	93
MMP_RS04580	0	0	0	0	0	37	0	5	0	0	162	116	125	114	63	0	6	6	12	2
MMP_RS04585	379	439	396	310	180	778	719	835	514	567	2574	1655	2485	2691	2149	3	17	10	12	22
MMP_RS04590	487	476	477	396	360	855	740	686	451	548	3055	2333	2959	2975	2713	13	43	43	104	236
MMP_RS04595	736	591	626	586	413	1575	1157	1182	869	933	4076	3262	3919	3815	3487	17	29	28	94	45
MMP_RS04600	1092	956	801	803	687	2338	1623	1821	1457	1722	2738	2349	2923	2809	2631	13	34	26	106	17
MMP_RS04605	104	107	85	107	87	192	98	88	88	70	1674	1392	1632	1695	1479	1	7	2	9	5
MMP_RS04610	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0
MMP_RS04615	81	52	37	57	110	70	41	55	43	41	657	532	504	789	614	106	214	40	269	1443
MMP_RS04620	286	359	237	294	364	262	262	328	168	233	2625	1949	2042	2957	2208	31	144	48	241	290
MMP_RS04625	229	200	182	142	131	250	170	209	154	192	1104	746	735	862	571	16	29	6	50	54
MMP_RS04630	150	112	126	95	82	133	122	90	85	114	706	377	284	525	214	4	7	0	8	1
MMP_RS04635	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	5	12
MMP_RS04640	3064	2377	2512	2283	1517	4660	3818	4370	2824	3402	11460	9912	13431	13654	12290	52	122	102	319	157
MMP_RS04645	1887	1470	1581	1487	969	2426	2249	2509	1428	1797	10112	7931	10226	11999	10473	49	149	56	312	222
MMP_RS04650	114	86	91	62	62	215	131	149	106	124	197	203	245	166	188	0	0	1	2	21
MMP_RS04655	68	25	49	18	46	82	52	25	25	28	0	4	2	0	0	2	8	0	31	16
MMP_RS04660	3898	3278	3020	3034	2923	7290	6291	7045	5331	6064	6913	4838	7806	7770	7181	75	192	111	428	639
MMP_RS04665	366	385	381	265	298	446	328	356	275	245	1287	888	1101	1222	939	28	38	49	206	107
MMP_RS04670	591	469	570	356	198	605	526	542	383	394	778	495	867	869	759	6	4	14	22	1
MMP_RS04675	240	141	195	174	42	173	129	74	64	75	201	119	167	165	175	1	0	0	4	3
MMP_RS04680	6692	6201	5941	5453	4303	5771	4831	5382	3483	4189	7888	5419	7858	8513	7631	35	79	44	230	341
MMP_RS04685	813	742	631	661	690	1151	870	1074	745	819	1443	1073	1496	1534	1491	21	36	11	59	115
MMP_RS04690	229	206	229	180	242	436	356	383	303	302	203	158	275	248	261	4	1	0	2	4
MMP_RS09010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP_RS04695	2607	2785	2032	2293	1918	5498	4180	5919	3947	4723	9676	7125	9236	9813	8993	20	51	50	144	82
MMP_RS04700	184	161	177	211	100	172	175	232	120	132	1349	1074	1305	1393	1441	16	17	11	64	48
MMP_RS04705	227	153	163	86	53	160	124	109	97	62	981	782	747	871	748	0	4	6	0	0
MMP_RS04710	234	179	224	160	98	189	164	198	175	143	910	657	590	756	593	0	9	2	11	0
MMP_RS04715	987	1099	734	725	555	1566	1262	1184	1163	1202	1807	1289	877	1584	888	20	27	13	84	88
MMP_RS04720	252	269	242	211	142	247	197	200	166	184	784	418	382	671	446	0	0	0	3	4
MMP_RS04725	68	51	54	42	16	43	36	43	31	24	231	140	109	161	76	3	6	0	28	9
MMP_RS04730	468	521	380	309	325	346	348	420	255	237	1096	740	628	1054	637	5	10	1	69	77
MMP_RS04735	323	342	249	221	161	285	216	227	108	158	269	206	240	252	190	2	5	1	0	92
MMP_RS04740	1006	1111	794	763	677	927	820	856	609	685	656	541	807	764	627	6	24	9	20	30
MMP_RS04745	4179	4088	3011	3199	2717	3861	3429	3916	2649	3159	2180	2022	2861	2660	2327	30	83	21	146	286
MMP_RS04750	2976	2387	2262	2288	2182	2750	2542	2566	2385	2124	3270	2625	2694	3198	2560	11	28	17	135	44
MMP_RS04755	5993	3978	4407	4137	3585	4765	4237	4129	4638	3820	5402	4563	4158	5520	3990	31	46	22	73	65
MMP_RS04760	3744	2890	3175	2737	2045	2129	1734	1745	1117	1209	5555	4360	4713	5613	4284	16	35	41	102	54
MMP_RS04765	460	425	339	267	251	621	500	641	373	399	1634	1338	1253	1423	1094	24	50	13	122	25
MMP_RS04770	697	514	577	504	388	656	612	667	418	466	2723	2000	1985	2585	1827	5	49	25	123	35
MMP_RS04775	2688	2266	1866	1522	1432	3211	2390	2783	2529	2421	11342	7571	6410	8135	6082	49	189	84	363	535
MMP_RS04780	50	21	41	2	0	61	41	49	33	33	43	0	39	28	25	0	6	0	0	0
MMP_RS04785	129	171	158	129	120	372	188	160	142	197	316	249	213	163	154	3	13	17	19	20
MMP_RS04790	1813	1754	1455	1412	1355	3092	2716	3112	2268	2597	2966	2116	2875	3139	2713	63	145	95	368	549
MMP_RS04795	69	63	35	51	55	73	73	97	58	56	355	238	358	350	349	6	33	42	75	67
MMP_RS04800	83	41	49	35	21	66	73	109	75	35	531	391	553	593	546	19	30	35	92	73
MMP_RS04805	250	227	233	168	201	326	265	321	229	245	1497	1213	2204	2118	2116	39	92	110	264	104
MMP_RS04810	508	526	417	423	403	826	624	724	480	525	3240	2520	4664	3904	4339	91	371	195	809	624
MMP_RS04815	42	44	12	34	23	94	80	98	52	104	515	386	913	639	823	9	53	24	157	64
MMP_RS04820	442	503	373	404	390	567	494	542	397	454	2078	1702	2877	2556	2618	26	95	74	259	226
MMP_RS04825	140	145	186	98	85	110	62	85	33	48	338	340	398	366	300	1	15	14	18	9
MMP_RS04830	451	409	397	280	392	360	361	313	132	207	1468	1046	1453	1605	1409	17	83	51	136	114
MMP_RS04835	827	807	704	683	473	778	714	712	411	447	1931	1572	2100	2336	2002	20	75	66	274	191
MMP_RS04840	666	567	518	465	367	645	642	680	448	412	1250	1032	1493	1508	1323	13	51	53	196	118
MMP_RS04845	1942	1842	1770	1498	1186	2038	1595	1915	1273	1305	3241	2641	2856	3382	2765	23	48	37	134	129
MMP_RS04850	70	45	61	39	41	147	70	96	109	81	159	101	36	94	36	0	16	0	15	0
MMP_RS04855	232	201	166	184	177	336	242	245	200	188	625	477	399	541	332	1	19	23	45	42
MMP_RS04860	380	348	273	343	330	450	373	395	322	327	1098	893	792	1148	691	99	178	66	279	585
MMP_RS04865	150	83	90	56	99	122	108	117	74	78	603	364	370	488	416	1	3	15	30	6
MMP_RS04870	684	531	483	495	389	1146	902	1006	716	771	2956	2001	2197	2662	1958	6	27	40	88	17
MMP_RS04875	225	217	175	236	229	456	414	564	253	361	643	480	787	792	763	10	5	10	26	3
MMP_RS04880	212	151	157	117	109	179	115	114	75	64	784	572	845	862	799	22	45	23	88	29
MMP_RS04885	415	322	287	257	210	333	309	281	184	275	765	454	405	842	436	1	7	5	39	24
MMP_RS04890	759	679	551	533	472	855	774	859	617	754	898	594	543	896	467	1	19	2	41	8
MMP_RS04895	152	124	123	161	85	262	157	175	144	149	485	300	426	396	376	2	23	14	15	1
MMP_RS04900	756	519	566	521	322	1877	1324	1484	1083	1127	3999	3304	3852	3850	3438	14	79	25	142	127
MMP_RS04905	2289	1885	1899	1855	1215	3664	2950	3454	2517	2658	10382	7308	8372	11238	8170	52	90	54	308	135
MMP_RS04910	154	193	146	180	157	301	277	218	198	176	1145	681	485	920	445	5	18	23	52	58
MMP_RS04915	1156	997	1110	1012	780	2463	2274	2547	1588	1786	3815	2555	1482	3061	804	6	16	14	39	9
MMP_RS04920	335	271	406	318	123	583	361	281	143	193	620	440	427	502	351	0	1	4	11	10
MMP_RS04925	240	224	267	159	153	279	195	163	153	156	682	440	466	488	457	12	19	15	42	24
MMP_RS04930	59	29	47	29	16	18	33	19	2	9	125	77	119	109	108	0	7	2	15	0
MMP_RS04935	2879	2390	2563	2371	1693	4060	3283	3715	2479	2980	5315	3283	5080	5993	5585	51	140	87	288	155
MMP_RS04940	532	429	588	495	299	558	412	389	274	357	1350	829	1241	1251	962	5	6	4	34	55
MMP_RS04945	70	122	75	41	65	66	64	75	67	68	143	143	153	167	89	0	6	1	23	29
MMP_RS04950	919	741	591	428	459	705	598	705	703	599	2691	1612	1627	2259	1533	16	55	27	115	58
MMP_RS04955	2240	1808	1872	1569	1331	3029	2434	2942	1817	2112	3792	3059	3836	3834	3444	27	141	33	221	124
MMP_RS04960	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18	2
MMP_RS04965	260	278	157	198	150	297	246	240	291	259	342	201	246	301	264	2	8	11	0	10
MMP_RS04970	910	918	778	679	627	1384	1180	1105	1127	1147	2186	1770	1388	1888	1313	22	39	4	82	131
MMP_RS04975	38	14	0	15	6	56	15	15	17	13	271	303	169	245	159	0	14	4	31	4
MMP_RS04980	37814	40102	29174	27859	26620	51575	44730	51500	42701	48574	15234	12433	17145	15778	14560	1420	2619	1375	4925	13826
MMP_RS04985	1180	1191	978	955	1072	1600	1982	2146	1297	1697	1034	959	1503	1474	1463	106	160	65	269	1055
MMP_RS04990	6673	6457	5305	5746	5730	8941	9312	9322	6823	8878	6943	5615	8695	8140	7716	225	389	263	796	2139
MMP_RS04995	117	129	111	113	92	183	134	131	50	80	308	291	274	285	268	29	78	11	137	65
MMP_RS05000	922	869	779	707	614	911	789	870	642	609	2827	2246	2253	2761	2461	21	27	8	86	39
MMP_RS05005	358	303	308	229	153	450	383	384	320	316	822	718	793	752	750	9	31	2	41	20
MMP_RS05010	316	290	230	198	200	551	319	386	339	365	595	430	666	639	554	0	11	5	29	8
MMP_RS05015	1383	1324	1141	1132	1078	2156	1581	2018	1571	1637	3051	2386	3644	3505	3285	58	141	71	266	287
MMP_RS05020	253	218	140	147	122	340	253	227	167	219	619	505	693	643	614	3	31	27	62	75
MMP_RS05025	244	224	206	120	129	282	228	226	122	149	523	426	504	558	440	19	22	42	63	22
MMP_RS05030	1571	1306	1263	1153	1229	3500	2874	3439	2729	2651	6451	4806	6069	7199	5908	57	178	61	328	390
MMP_RS05035	1212	1194	973	933	715	1602	925	906	735	853	1470	1255	1142	1111	804	0	1	1	31	7
MMP_RS05040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
MMP_RS05045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1
MMP_RS05050	57	91	47	81	16	95	105	99	32	94	345	208	239	340	241	0	0	8	5	1
MMP_RS05055	133	149	124	76	49	157	135	171	108	141	438	389	360	407	280	1	9	6	11	0
MMP_RS05060	184	128	97	114	59	157	103	108	82	91	488	393	321	412	246	0	1	1	17	0
MMP_RS05065	97	72	71	26	37	161	90	70	54	83	41	31	32	3	20	5	49	39	32	108
MMP_RS05070	231	184	187	127	186	186	210	216	159	161	400	251	443	475	382	19	34	20	63	134
MMP_RS05075	1127	886	819	946	742	1084	912	1121	739	848	1729	1159	1602	1753	1575	159	354	138	621	1791
MMP_RS05080	600	515	434	484	434	588	415	686	423	470	898	559	823	969	801	82	126	53	252	615
MMP_RS05085	131	129	122	96	77	127	100	123	113	88	293	217	251	281	210	3	22	5	55	32
MMP_RS05090	854	817	599	652	512	606	515	824	615	520	932	665	810	900	759	88	125	61	356	700
MMP_RS05095	199	259	162	171	140	147	130	174	127	125	79	48	105	91	81	14	45	13	44	20
MMP_RS05100	3855	3536	3106	3241	2302	996	1030	1155	702	757	1347	816	820	1301	733	82	131	84	304	430
MMP_RS05105	60	59	40	37	36	53	63	34	35	31	244	172	253	250	207	3	4	1	20	1
MMP_RS05110	117	79	94	92	55	102	96	79	50	83	313	239	311	353	296	0	0	0	8	6
MMP_RS05115	118	151	111	77	56	170	120	123	121	128	322	248	315	288	246	3	15	0	12	8
MMP_RS05120	2163	1976	1956	1787	1226	1810	1538	1539	1103	1121	7129	5113	4229	6371	4144	31	111	55	340	105
MMP_RS05125	115	105	66	53	54	102	79	67	60	48	202	158	182	198	166	4	14	0	34	9
MMP_RS05130	1038	935	903	780	603	1855	1195	1474	1079	1150	2872	2339	3166	2732	2513	3	61	49	57	59
MMP_RS09015	105	130	58	51	35	296	151	106	88	107	261	252	191	185	113	0	0	0	0	0
MMP_RS05135	2649	3009	1872	1445	1569	4425	2790	2959	2741	3175	4180	2575	1667	2746	1116	16	54	20	70	98
MMP_RS05140	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	2
MMP_RS05145	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11
MMP_RS05150	0	0	0	0	0	0	0	0	0	16	117	59	0	40	0	8	6	1	7	11
MMP_RS05155	605	484	457	429	416	755	587	620	501	696	330	243	207	283	125	35	70	19	97	53
MMP_RS05160	1455	1414	1149	920	990	1711	1506	1686	1473	1752	835	620	499	564	375	3	8	0	22	21
MMP_RS05165	5716	3990	3688	2480	3437	664	484	515	764	592	59	70	69	9	86	32	58	20	74	107
MMP_RS05170	123	110	152	169	111	138	90	86	73	104	573	285	409	571	439	1	17	5	16	4
MMP_RS05175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2
MMP_RS05180	412	294	270	230	235	251	251	319	213	230	730	490	336	531	257	7	29	12	44	40
MMP_RS05185	316	241	224	225	223	310	285	387	228	277	779	619	733	781	664	3	16	8	34	42
MMP_RS05190	519	578	464	447	426	561	552	875	483	483	1238	987	1282	1289	1012	21	45	27	117	361
MMP_RS05195	87	80	66	19	35	74	75	78	64	64	156	197	145	138	100	4	0	2	6	8
MMP_RS05200	194	182	150	195	140	191	202	284	153	154	327	245	256	358	179	3	41	8	62	38
MMP_RS05205	629	669	427	538	443	811	669	1035	494	627	948	772	788	892	492	16	31	44	106	95
MMP_RS05210	502	440	423	350	475	608	493	681	361	456	682	568	713	596	433	10	60	11	85	67
MMP_RS05215	265	299	200	223	137	296	243	267	206	202	321	309	310	265	189	1	3	5	18	13
MMP_RS05220	180	149	141	144	134	229	155	228	131	162	484	337	360	424	306	2	7	7	53	29
MMP_RS05225	93	81	132	47	52	161	142	83	47	55	157	155	136	151	123	9	1	2	20	12
MMP_RS05230	1213	998	1078	876	880	1273	1113	1275	845	877	2748	1975	2436	2861	2326	29	39	30	281	47
MMP_RS05235	434	394	355	337	273	491	421	528	391	454	515	340	355	465	334	21	28	2	49	37
MMP_RS05240	2997	2274	2578	2303	1711	3184	2879	3422	2105	2302	12812	9425	12126	13854	10463	136	429	332	1224	435
MMP_RS05245	511	331	409	333	272	605	424	501	304	375	2600	1965	2859	2736	2266	14	52	59	76	52
MMP_RS05250	1127	1221	1214	1099	707	2282	1524	1673	912	1195	1550	1390	1872	1770	1683	7	7	8	18	19
MMP_RS05255	31706	39492	26433	26159	32360	111243	81729	116097	76700	80334	50679	44123	63118	52894	46524	12529	26211	15582	41305	73822
MMP_RS05260	566	358	397	407	335	1408	1375	1471	1007	1032	7390	4766	5017	7252	5373	40	106	36	186	58
MMP_RS05265	3096	2631	2646	2515	2213	4214	3686	4317	2875	3044	8672	6998	9383	9495	8613	102	135	94	344	272
MMP_RS05270	381	306	264	288	180	400	279	299	167	275	309	266	286	317	281	4	6	7	27	18
MMP_RS05275	290	266	223	156	172	263	252	224	184	168	422	269	306	424	289	15	8	9	31	22
MMP_RS05280	800	682	614	642	587	1181	1047	1109	873	1006	2621	1985	2411	2878	2420	70	222	174	542	481
MMP_RS05285	580	455	430	381	263	1039	925	837	686	673	1034	779	767	1017	630	53	97	41	288	187
MMP_RS05290	168	100	142	71	116	629	442	346	216	297	362	338	359	309	228	5	23	18	79	25
MMP_RS05295	860	722	697	651	552	823	601	709	554	491	1841	1382	1774	2117	1569	43	61	30	133	94
MMP_RS05300	241	181	227	192	116	286	159	173	88	148	386	263	419	376	373	1	0	1	1	5
MMP_RS05305	2150	1608	2213	2478	2064	3448	3152	3377	2611	2455	4471	3964	5472	6092	5478	75	192	73	375	852
MMP_RS05310	121	96	125	80	41	201	162	145	62	82	345	316	293	281	275	4	5	0	31	4
MMP_RS05315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	25	0
MMP_RS05320	590	496	626	494	354	1200	863	872	598	729	3057	2780	3451	3614	3345	15	45	26	39	45
MMP_RS05325	3	13	12	17	0	151	68	60	93	59	260	250	209	216	154	0	16	4	0	5
MMP_RS05330	1484	1361	1482	1259	922	1899	1554	1906	1158	1199	5888	4459	5255	6318	4616	16	52	23	135	71
MMP_RS05335	6919	6486	6024	6357	5337	17080	14226	18347	11794	13689	14884	10751	17454	17108	16704	144	312	178	617	783
MMP_RS05340	1370	1069	1199	1462	961	2321	2082	2302	1649	1533	5828	5248	5977	6372	5452	41	130	70	276	432
MMP_RS05345	5646	5592	4554	4083	3183	9969	7241	7130	5966	6713	16610	13947	13423	17155	11927	59	237	180	637	364
MMP_RS05350	132	152	116	95	86	224	192	120	181	119	823	687	630	892	579	8	10	7	53	8
MMP_RS05355	689	678	493	461	418	1067	931	978	821	830	1261	897	1169	1311	1061	24	62	38	132	122
MMP_RS05360	2050	2251	1693	1554	1791	2970	2409	3006	2017	2336	4876	3620	4741	5263	4593	92	273	109	490	553
MMP_RS05365	13	2	0	0	14	16	0	0	0	0	5	0	0	0	0	3	0	0	5	0
MMP_RS05370	1820	1630	1470	1369	1081	2907	2351	2869	1507	1843	4999	3697	5665	5310	4586	63	234	168	572	275
MMP_RS05375	9098	8028	7059	8450	5560	12425	11097	14362	8867	9430	12646	8924	13386	13073	11602	854	2821	2350	7450	3273
MMP_RS05380	979	991	659	825	700	1267	1444	1896	1191	1189	1041	579	379	556	296	189	746	528	2223	959
MMP_RS05385	1202	1082	890	1044	736	1713	1483	2189	1382	1288	1293	748	906	837	668	131	598	415	1430	641
MMP_RS05390	2869	2622	1950	2394	1784	4144	3408	5287	3168	3218	3433	2426	3313	3026	2666	299	1442	1168	3290	1484
MMP_RS05395	590	498	385	500	488	838	781	1236	661	727	628	457	755	727	713	124	223	212	776	469
MMP_RS05400	11703	9881	7933	9507	8845	14976	13887	20257	12421	13596	10964	7873	11893	12694	10978	1440	3470	2434	8728	13537
MMP_RS05405	12158	10235	8732	10181	8994	16397	14395	19820	13537	14529	13116	9538	13024	15049	12861	1099	2769	1902	6480	16685
MMP_RS05410	5251	4426	3974	4508	3836	7973	6801	8775	6145	7056	5961	4218	6139	6711	5517	279	908	588	2053	1804
MMP_RS05415	3411	3018	2644	2845	2709	5384	4257	5291	3367	4162	4213	2971	4579	4426	4333	158	446	408	1115	1639
MMP_RS05420	58	8	41	24	15	65	39	26	14	33	21	52	36	41	30	2	4	6	22	0
MMP_RS09020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MMP_RS05425	243	248	176	200	127	388	276	258	199	247	639	467	440	561	450	0	8	6	13	0
MMP_RS05430	2590	2400	1854	2069	1695	3165	2693	3101	2266	2500	3796	2594	3049	3795	2596	12	36	17	131	51
